  1.0000000e+000	  9.0224386e-001	  7.9554151e-001	
  2.0000000e+000	  7.1991817e-001	  1.0085249e+000	
  3.0000000e+000	  9.4905675e-001	  5.9767692e-001	
  4.0000000e+000	  1.0020129e+000	  6.7888244e-001	
  5.0000000e+000	  9.0234528e-001	  9.7742876e-001	
  6.0000000e+000	  9.0840650e-001	  4.8234154e-001	
  7.0000000e+000	  1.2500148e+000	  4.9357180e-001	
  8.0000000e+000	  1.4320417e+000	  5.7362725e-001	
  9.0000000e+000	  2.0416138e+000	  3.5645106e-001	
  1.0000000e+001	  1.8258029e+000	  4.9774324e-001	
  1.1000000e+001	  1.6444515e+000	  6.6926605e-001	
  1.2000000e+001	  2.5343450e+000	  4.2689576e-001	
  1.3000000e+001	  2.3670799e+000	  5.6702317e-001	
  1.4000000e+001	  3.8738080e+000	  4.4232322e-001	
  1.5000000e+001	  3.1293885e+000	  5.7007527e-001	
  1.6000000e+001	  3.7464911e+000	  5.8857027e-001	
  1.7000000e+001	  5.8630856e+000	  6.3136385e-001	
  1.8000000e+001	  7.1909906e+000	  7.1241342e-001	
  1.9000000e+001	  6.3791298e+000	  1.5099702e+000	
  2.0000000e+001	  4.2549038e+000	  1.6939878e+000	
  2.1000000e+001	  4.7984873e+000	  1.6477711e+000	
  2.2000000e+001	  2.7293324e+000	  2.5288089e+000	
  2.3000000e+001	  2.8836937e+000	  1.4951863e+000	
  2.4000000e+001	  2.1108599e+000	  1.9424319e+000	
  2.5000000e+001	  2.2882415e+000	  1.4924161e+000	
  2.6000000e+001	  1.5801287e+000	  1.1571013e+000	
  2.7000000e+001	  1.6796696e+000	  1.5730399e+000	
  2.8000000e+001	  1.7381406e+000	  1.1331204e+000	
  2.9000000e+001	  1.3781951e+000	  7.4601519e-001	
  3.0000000e+001	  1.4458262e+000	  1.0532239e+000	
  3.1000000e+001	  1.3808255e+000	  8.5266641e-001	
  3.2000000e+001	  1.5025248e+000	  7.1839870e-001	
  3.3000000e+001	  2.0202888e+000	  6.7355634e-001	
  3.4000000e+001	  1.9039823e+000	  1.0149861e+000	
  3.5000000e+001	  1.6344843e+000	  1.0583831e+000	
  3.6000000e+001	  2.8223381e+000	  9.9291837e-001	
  3.7000000e+001	  1.9728386e+000	  8.4050403e-001	
  3.8000000e+001	  2.3286681e+000	  7.4628042e-001	
  3.9000000e+001	  3.2425534e+000	  9.8460969e-001	
  4.0000000e+001	  2.4310058e+000	  5.3110474e-001	
  4.1000000e+001	  2.8746182e+000	  5.2866582e-001	
  4.2000000e+001	  2.4870112e+000	  8.6110910e-001	
  4.3000000e+001	  2.6619717e+000	  1.1286620e+000	
  4.4000000e+001	  4.0785795e+000	  1.7752971e+000	
  4.5000000e+001	  3.6083760e+000	  1.1367101e+000	
  4.6000000e+001	  4.0073990e+000	  1.0909130e+000	
  4.7000000e+001	  4.1500031e+000	  1.2326702e+000	
  4.8000000e+001	  4.8241542e+000	  1.4108356e+000	
  4.9000000e+001	  2.1918368e+000	  1.1948045e+000	
  5.0000000e+001	  2.6005403e+000	  1.2486182e+000	
  5.1000000e+001	  2.5145315e+000	  1.1318378e+000	
  5.2000000e+001	  3.0453860e+000	  1.7961533e+000	
  5.3000000e+001	  2.0485782e+000	  1.5299786e+000	
  5.4000000e+001	  2.5301704e+000	  1.1041474e+000	
  5.5000000e+001	  2.2541065e+000	  8.6908983e-001	
  5.6000000e+001	  2.0120193e+000	  8.6660848e-001	
  5.7000000e+001	  2.2969612e+000	  5.7744558e-001	
  5.8000000e+001	  1.8821386e+000	  6.4239051e-001	
  5.9000000e+001	  2.5199572e+000	  1.2765141e+000	
  6.0000000e+001	  2.7260930e+000	  9.2203538e-001	
  6.1000000e+001	  2.0865100e+000	  7.4012568e-001	
  6.2000000e+001	  2.5531637e+000	  5.8141716e-001	
  6.3000000e+001	  2.5545126e+000	  9.2097509e-001	
  6.4000000e+001	  2.1286951e+000	  9.7378866e-001	
  6.5000000e+001	  2.9808867e+000	  1.0078189e+000	
  6.6000000e+001	  3.2549161e+000	  1.3562138e+000	
  6.7000000e+001	  2.6066079e+000	  1.3457575e+000	
  6.8000000e+001	  3.6685035e+000	  8.8189170e-001	
  6.9000000e+001	  3.8917719e+000	  1.1461416e+000	
  7.0000000e+001	  3.5451685e+000	  1.9693178e+000	
  7.1000000e+001	  3.3072478e+000	  1.9845128e+000	
  7.2000000e+001	  4.9972784e+000	  1.8127077e+000	
  7.3000000e+001	  3.0551805e+000	  1.1270109e+000	
  7.4000000e+001	  3.1633353e+000	  1.3124993e+000	
  7.5000000e+001	  2.2206284e+000	  1.1255756e+000	
  7.6000000e+001	  2.1774162e+000	  1.1057421e+000	
  7.7000000e+001	  1.7139888e+000	  1.3661717e+000	
  7.8000000e+001	  1.4350526e+000	  1.1496389e+000	
  7.9000000e+001	  1.4294206e+000	  1.2744255e+000	
  8.0000000e+001	  1.2866393e+000	  1.1237368e+000	
  8.1000000e+001	  1.6622058e+000	  1.0323883e+000	
  8.2000000e+001	  1.1800563e+000	  5.3921765e-001	
  8.3000000e+001	  1.1974647e+000	  8.1746637e-001	
  8.4000000e+001	  1.0352031e+000	  7.1276757e-001	
  8.5000000e+001	  8.8259744e-001	  8.0600294e-001	
  8.6000000e+001	  1.4352764e+000	  7.0913370e-001	
  8.7000000e+001	  1.7126234e+000	  5.4868964e-001	
  8.8000000e+001	  1.4586271e+000	  5.7170255e-001	
  8.9000000e+001	  1.9473318e+000	  4.7064648e-001	
  9.0000000e+001	  2.1767469e+000	  5.3773993e-001	
  9.1000000e+001	  2.3265322e+000	  6.5159287e-001	
  9.2000000e+001	  2.1384633e+000	  5.5342466e-001	
  9.3000000e+001	  3.5983830e+000	  5.5811985e-001	
  9.4000000e+001	  2.9474447e+000	  6.7994054e-001	
  9.5000000e+001	  2.2196903e+000	  3.9617768e-001	
  9.6000000e+001	  3.9552283e+000	  6.7848101e-001	
  9.7000000e+001	  2.7767857e+000	  9.2373881e-001	
  9.8000000e+001	  4.4335789e+000	  6.5646000e-001	
  9.9000000e+001	  6.3382070e+000	  1.3247056e+000	
  1.0000000e+002	  4.9698955e+000	  8.4454106e-001	
  1.0100000e+002	  3.1714212e+000	  8.6238722e-001	
  1.0200000e+002	  3.3642351e+000	  1.3163573e+000	
  1.0300000e+002	  3.2143913e+000	  1.4061525e+000	
  1.0400000e+002	  2.1438585e+000	  1.4153430e+000	
  1.0500000e+002	  2.8908815e+000	  1.2465727e+000	
  1.0600000e+002	  1.9335597e+000	  1.4134333e+000	
  1.0700000e+002	  2.7786709e+000	  1.3447487e+000	
  1.0800000e+002	  3.0685346e+000	  9.5759651e-001	
  1.0900000e+002	  2.0945328e+000	  9.2634831e-001	
  1.1000000e+002	  1.9797484e+000	  9.4943223e-001	
  1.1100000e+002	  2.5215113e+000	  8.7758488e-001	
  1.1200000e+002	  1.7116280e+000	  7.5864709e-001	
  1.1300000e+002	  1.5058811e+000	  1.1918257e+000	
  1.1400000e+002	  3.5168572e+000	  8.2073936e-001	
  1.1500000e+002	  1.9422308e+000	  8.6554328e-001	
  1.1600000e+002	  1.6033273e+000	  8.9134061e-001	
  1.1700000e+002	  3.4724351e+000	  7.9807364e-001	
  1.1800000e+002	  2.7335641e+000	  8.5263064e-001	
  1.1900000e+002	  3.1330720e+000	  6.3964365e-001	
  1.2000000e+002	  3.0582789e+000	  8.7711481e-001	
  1.2100000e+002	  3.1033049e+000	  7.3095739e-001	
  1.2200000e+002	  4.2396554e+000	  7.9255489e-001	
  1.2300000e+002	  3.1801741e+000	  8.7333698e-001	
  1.2400000e+002	  2.9415570e+000	  1.1037820e+000	
  1.2500000e+002	  3.4093840e+000	  1.0734883e+000	
  1.2600000e+002	  2.1754867e+000	  7.2859368e-001	
  1.2700000e+002	  2.6606881e+000	  8.8189061e-001	
  1.2800000e+002	  3.2227625e+000	  9.4316801e-001	
  1.2900000e+002	  3.5833582e+000	  1.2369336e+000	
  1.3000000e+002	  1.9941251e+000	  8.5675827e-001	
  1.3100000e+002	  3.2110631e+000	  1.5347045e+000	
  1.3200000e+002	  2.4392045e+000	  5.8180203e-001	
  1.3300000e+002	  3.3611028e+000	  9.7480304e-001	
  1.3400000e+002	  2.4234456e+000	  9.4055875e-001	
  1.3500000e+002	  2.3916649e+000	  9.2318293e-001	
  1.3600000e+002	  2.6976761e+000	  8.8324781e-001	
  1.3700000e+002	  2.3692140e+000	  1.4970935e+000	
  1.3800000e+002	  2.2776937e+000	  8.1883242e-001	
  1.3900000e+002	  3.1200521e+000	  9.5550594e-001	
  1.4000000e+002	  2.7405953e+000	  1.0981787e+000	
  1.4100000e+002	  1.8132303e+000	  9.7716707e-001	
  1.4200000e+002	  2.1439854e+000	  1.2142607e+000	
  1.4300000e+002	  2.2938139e+000	  8.9611799e-001	
